Ime,Prikazano ime,Glavna e-pošta:,Naslov v službi,Organizacija
KRAJEVNA SKUPNOST TUHINJ,KRAJEVNA SKUPNOST TUHINJ,obcina@kamnik.si,"Laze v Tuhinju 29, 1219 Laze v Tuhinju",", KRAJEVNA SKUPNOST TUHINJ"
KRAJEVNA SKUPNOST ČRNI KAL,KRAJEVNA SKUPNOST ČRNI KAL,ksck@siol.net,"Črni Kal 70, 6275 Črni Kal",", KRAJEVNA SKUPNOST ČRNI KAL"
KRAJEVNA SKUPNOST STARI TRG OB KOLPI,KRAJEVNA SKUPNOST STARI TRG OB KOLPI,ks.staritrg@gmail.com,"Stari trg ob Kolpi 37, 8342 Stari trg ob Kolpi",", KRAJEVNA SKUPNOST STARI TRG OB KOLPI"
KRAJEVNA SKUPNOST GRAČIŠČE,KRAJEVNA SKUPNOST GRAČIŠČE,ksgracisce@siol.net,"Gračišče 4, 6272 Gračišče",", KRAJEVNA SKUPNOST GRAČIŠČE"
KRAJEVNA SKUPNOST GRADIN,KRAJEVNA SKUPNOST GRADIN,ks.gradin@siol.net,"Brezovica pri Gradinu 1 B, 6272 Gračišče",", KRAJEVNA SKUPNOST GRADIN"
KRAJEVNA SKUPNOST ČEŠNJICE,KRAJEVNA SKUPNOST ČEŠNJICE,info@lukovica.si,"Lipa 5, 1223 Blagovica",", KRAJEVNA SKUPNOST ČEŠNJICE"
KRAJEVNA SKUPNOST LOKEV,KRAJEVNA SKUPNOST LOKEV,obcina@sezana.si,"Lokev 139, 6219 Lokev",", KRAJEVNA SKUPNOST LOKEV"
KRAJEVNA SKUPNOST KANAL,KRAJEVNA SKUPNOST KANAL,obcina.kanal@obcina-kanal.si,"Gradnikova ulica 3, 5213 Kanal",", KRAJEVNA SKUPNOST KANAL"
KRAJEVNA SKUPNOST POVIR,KRAJEVNA SKUPNOST POVIR,obcina@sezana.si,"Povir 24, 6210 Sežana",", KRAJEVNA SKUPNOST POVIR"
KRAJEVNA SKUPNOST OPATJE SELO,KRAJEVNA SKUPNOST OPATJE SELO,ks.opatjeselo@gmail.com,"Opatje selo 14, 5291 Miren",", KRAJEVNA SKUPNOST OPATJE SELO"
KRAJEVNA SKUPNOST STRAŽIŠČE,KRAJEVNA SKUPNOST STRAŽIŠČE,ks.strazisce@siol.net,"Škofjeloška cesta 18, 4000 Kranj",", KRAJEVNA SKUPNOST STRAŽIŠČE"
KRAJEVNA SKUPNOST PODBLICA,KRAJEVNA SKUPNOST PODBLICA,obcina.kranj@kranj.si,"Podblica 2, 4201 Zgornja Besnica",", KRAJEVNA SKUPNOST PODBLICA"
KRAJEVNA SKUPNOST GOČE,KRAJEVNA SKUPNOST GOČE,simon.zorz@siol.net,"Goče 5 A, 5271 Vipava",", KRAJEVNA SKUPNOST GOČE"
KRAJEVNA SKUPNOST BIRČNA VAS,KRAJEVNA SKUPNOST BIRČNA VAS,ks.bircna.vas@novomesto.si,"Birčna vas 1, 8000 Novo mesto",", KRAJEVNA SKUPNOST BIRČNA VAS"
KRAJEVNA SKUPNOST ČENTIBA,KRAJEVNA SKUPNOST ČENTIBA,obcina@lendava.si,"Glavna ulica 92, 9220 Lendava - Lendva",", KRAJEVNA SKUPNOST ČENTIBA"
KRAJEVNA SKUPNOST RAKITNA,KRAJEVNA SKUPNOST RAKITNA,ks.rakitna@sistem-tv.si,"Rakitna 66, 1352 Preserje",", KRAJEVNA SKUPNOST RAKITNA"
KRAJEVNA SKUPNOST ERZELJ,KRAJEVNA SKUPNOST ERZELJ,ks.erzelj@gmail.com,"Erzelj 17, 5271 Vipava",", KRAJEVNA SKUPNOST ERZELJ"
KRAJEVNA SKUPNOST KAPELE,KRAJEVNA SKUPNOST KAPELE,ks.kapele@siol.net,"Kapele 20, 8258 Kapele",", KRAJEVNA SKUPNOST KAPELE"
KRAJEVNA SKUPNOST TABOR,KRAJEVNA SKUPNOST TABOR,obcina.logatec@logatec.si,"Tržaška cesta 152, 1370 Logatec",", KRAJEVNA SKUPNOST TABOR"
MESTNA OBČINA CELJE MESTNA ČETRT CENTER,MESTNA OBČINA CELJE MESTNA ČETRT CENTER,centermc@siol.net,"Gledališka ulica 2, 3000 Celje",", MESTNA OBČINA CELJE MESTNA ČETRT CENTER"
KRAJEVNA SKUPNOST VELIKA NEDELJA,KRAJEVNA SKUPNOST VELIKA NEDELJA,k.s.velika.nedelja@siol.net,"Velika Nedelja 7, 2274 Velika Nedelja",", KRAJEVNA SKUPNOST VELIKA NEDELJA"
KRAJEVNA SKUPNOST VRH SV. TREH KRALJEV,KRAJEVNA SKUPNOST VRH SV. TREH KRALJEV,obcina.logatec@logatec.si,"Vrh Sv. Treh Kraljev 19, 1373 Rovte",", KRAJEVNA SKUPNOST VRH SV. TREH KRALJEV"
KRAJEVNA SKUPNOST JEVNICA,KRAJEVNA SKUPNOST JEVNICA,obcina.litija@litija.si,"Jevnica 36, 1281 Kresnice",", KRAJEVNA SKUPNOST JEVNICA"
KRAJEVNA SKUPNOST TRATE,KRAJEVNA SKUPNOST TRATE,obcina.logatec@logatec.si,"Medvedje Brdo 9, 1373 Rovte",", KRAJEVNA SKUPNOST TRATE"
VAŠKA SKUPNOST ZAGORJE,VAŠKA SKUPNOST ZAGORJE,irena.ikris@gmail.com,"Zagorje 53, 6257 Pivka",", VAŠKA SKUPNOST ZAGORJE"
KRAJEVNA SKUPNOST ROVA,KRAJEVNA SKUPNOST ROVA,albinvodlan@gmail.com,"Žiška cesta 10, 1235 Radomlje",", KRAJEVNA SKUPNOST ROVA"
KRAJEVNA SKUPNOST LANDOL,KRAJEVNA SKUPNOST LANDOL,obcina@postojna.si,"Landol 19 A, 6230 Postojna",", KRAJEVNA SKUPNOST LANDOL"
KRAJEVNA SKUPNOST LIBELIČE,KRAJEVNA SKUPNOST LIBELIČE,krajevnaskupnost@libelice.si,"Libeliče 5, 2372 Libeliče",", KRAJEVNA SKUPNOST LIBELIČE"
KRAJEVNA SKUPNOST SLAMNA VAS,KRAJEVNA SKUPNOST SLAMNA VAS,obcina.metlika@siol.net,"Slamna vas 8 A, 8330 Metlika",", KRAJEVNA SKUPNOST SLAMNA VAS"
KRAJEVNA SKUPNOST BEGUNJE NA GORENJSKEM,KRAJEVNA SKUPNOST BEGUNJE NA GORENJSKEM,ks.begunje@siol.net,"Begunje na Gorenjskem 15 C, 4275 Begunje na Gorenjskem",", KRAJEVNA SKUPNOST BEGUNJE NA GORENJSKEM"
KRAJEVNA SKUPNOST BAKOVCI,KRAJEVNA SKUPNOST BAKOVCI,ks.bakovci@siol.net,"Partizanska ulica 38, 9000 Murska Sobota",", KRAJEVNA SKUPNOST BAKOVCI"
KRAJEVNA SKUPNOST ILOVA GORA,KRAJEVNA SKUPNOST ILOVA GORA,joze.tkalec1@siol.net,"Velika Ilova Gora 3 A, 1312 Videm - Dobrepolje",", KRAJEVNA SKUPNOST ILOVA GORA"
KRAJEVNA SKUPNOST MARTJANCI,KRAJEVNA SKUPNOST MARTJANCI,obcina@moravske-toplice.si,"Martjanci 19, 9221 Martjanci",", KRAJEVNA SKUPNOST MARTJANCI"
KRAJEVNA SKUPNOST ŠKOCJAN,KRAJEVNA SKUPNOST ŠKOCJAN,jozef.krasovec@gmail.com,"Škocjan 20, 1311 Turjak",", KRAJEVNA SKUPNOST ŠKOCJAN"
KRAJEVNA SKUPNOST TRŽIŠČE,KRAJEVNA SKUPNOST TRŽIŠČE,obcina.sevnica@siol.net,"Tržišče 23, 8295 Tržišče",", KRAJEVNA SKUPNOST TRŽIŠČE"
KRAJEVNA SKUPNOST TEŠANOVCI,KRAJEVNA SKUPNOST TEŠANOVCI,obcina@moravske-toplice.si,"Tešanovci 32, 9226 Moravske Toplice",", KRAJEVNA SKUPNOST TEŠANOVCI"
KRAJEVNA SKUPNOST RAČNA,KRAJEVNA SKUPNOST RAČNA,rajko.palcar@gmail.com,"Velika Račna 24 B, 1290 Grosuplje",", KRAJEVNA SKUPNOST RAČNA"
KRAJEVNA SKUPNOST AVBER,KRAJEVNA SKUPNOST AVBER,obcina@sezana.si,"Avber 41, 6210 Sežana",", KRAJEVNA SKUPNOST AVBER"
KRAJEVNA SKUPNOST BILJE,KRAJEVNA SKUPNOST BILJE,ks@bilje.si,"Bilje 105, 5292 Renče",", KRAJEVNA SKUPNOST BILJE"
KRAJEVNA SKUPNOST HRAŠČE,KRAJEVNA SKUPNOST HRAŠČE,obcina@postojna.si,"Hrašče 84, 6230 Postojna",", KRAJEVNA SKUPNOST HRAŠČE"
KRAJEVNA SKUPNOST ŠENTRUPERT,KRAJEVNA SKUPNOST ŠENTRUPERT,obcina@lasko.si,"Šentrupert 89, 3271 Šentrupert",", KRAJEVNA SKUPNOST ŠENTRUPERT"
KRAJEVNA SKUPNOST PRESTRANEK,KRAJEVNA SKUPNOST PRESTRANEK,obcina@postojna.si,"Ulica padlih borcev 14, 6258 Prestranek",", KRAJEVNA SKUPNOST PRESTRANEK"
KRAJEVNA SKUPNOST SEDRAŽ,KRAJEVNA SKUPNOST SEDRAŽ,obcina@lasko.si,"Sedraž 22, 3270 Laško",", KRAJEVNA SKUPNOST SEDRAŽ"
KRAJEVNA SKUPNOST SAVA,KRAJEVNA SKUPNOST SAVA,obcina.litija@litija.si,"Sava 21 B, 1282 Sava",", KRAJEVNA SKUPNOST SAVA"
KRAJEVNA SKUPNOST HOTIČ,KRAJEVNA SKUPNOST HOTIČ,obcina.litija@litija.si,"Spodnji Hotič 26, 1270 Litija",", KRAJEVNA SKUPNOST HOTIČ"
KRAJEVNA SKUPNOST ŠTORJE,KRAJEVNA SKUPNOST ŠTORJE,obcina@sezana.si,"Štorje 26, 6210 Sežana",", KRAJEVNA SKUPNOST ŠTORJE"
KRAJEVNA SKUPNOST DOBROVA PRI LJUBLJANI,KRAJEVNA SKUPNOST DOBROVA PRI LJUBLJANI,ksdobrova@telemach.net,"Ulica Vladimirja Dolničarja 2, 1356 Dobrova",", KRAJEVNA SKUPNOST DOBROVA PRI LJUBLJANI"
KRAJEVNA SKUPNOST ZABIČE,KRAJEVNA SKUPNOST ZABIČE,obcina.ilirska-bistrica@ilirska-bistrica.si,"Zabiče 27 D, 6250 Ilirska Bistrica",", KRAJEVNA SKUPNOST ZABIČE"
KRAJEVNA SKUPNOST BREZOVICA,KRAJEVNA SKUPNOST BREZOVICA,ksbrezovica@brezovica.si,"Tržaška cesta 390, 1351 Brezovica pri Ljubljani",", KRAJEVNA SKUPNOST BREZOVICA"
KRAJEVNA SKUPNOST KOSEZE,KRAJEVNA SKUPNOST KOSEZE,obcina.ilirska-bistrica@ilirska-bistrica.si,,", KRAJEVNA SKUPNOST KOSEZE"
KRAJEVNA SKUPNOST ROVTE,KRAJEVNA SKUPNOST ROVTE,obcina.logatec@logatec.si,"Rovte 100, 1373 Rovte",", KRAJEVNA SKUPNOST ROVTE"
KRAJEVNA SKUPNOST ŠMARCA,KRAJEVNA SKUPNOST ŠMARCA,ks@smarca.net,"Trg padlih borcev 2, 1241 Kamnik",", KRAJEVNA SKUPNOST ŠMARCA"
KRAJEVNA SKUPNOST RADOVICA,KRAJEVNA SKUPNOST RADOVICA,obcina.metlika@siol.net,"Radovica 23, 8330 Metlika",", KRAJEVNA SKUPNOST RADOVICA"
KRAJEVNA SKUPNOST GORENJE,KRAJEVNA SKUPNOST GORENJE,info@zrece.eu,"Gorenje pri Zrečah 19, 3214 Zreče",", KRAJEVNA SKUPNOST GORENJE"
KRAJEVNA SKUPNOST KRIŽE,KRAJEVNA SKUPNOST KRIŽE,banmajda@gmail.com,"Križe 21, 8282 Koprivnica",", KRAJEVNA SKUPNOST KRIŽE"
KRAJEVNA SKUPNOST BORŠT,KRAJEVNA SKUPNOST BORŠT,ks.borst@siol.net,"Boršt 28, 6273 Marezige",", KRAJEVNA SKUPNOST BORŠT"
KRAJEVNA SKUPNOST SPODNJE GRUŠOVJE,KRAJEVNA SKUPNOST SPODNJE GRUŠOVJE,info@slovenskekonjice.si,"Spodnje Grušovje 15, 3210 Slovenske Konjice",", KRAJEVNA SKUPNOST SPODNJE GRUŠOVJE"
KRAJEVNA SKUPNOST BUKOVICA-VOLČJA DRAGA,KRAJEVNA SKUPNOST BUKOVICA-VOLČJA DRAGA,ksbukovica.vd@gmail.com,"Bukovica 43, 5293 Volčja Draga",", KRAJEVNA SKUPNOST BUKOVICA-VOLČJA DRAGA"
MESTNA OBČINA KOPER KRAJEVNA SKUPNOST SVETI ANTON,MESTNA OBČINA KOPER KRAJEVNA SKUPNOST SVETI ANTON,kssvanton@gmail.com,"Sv. Anton 1, 6276 Pobegi",", MESTNA OBČINA KOPER KRAJEVNA SKUPNOST SVETI ANTON"
KRAJEVNA SKUPNOST POLENE,KRAJEVNA SKUPNOST POLENE,info@slovenskekonjice.si,"Polene 5, 3210 Slovenske Konjice",", KRAJEVNA SKUPNOST POLENE"
KRAJEVNA SKUPNOST SOLKAN NOVA GORICA,KRAJEVNA SKUPNOST SOLKAN NOVA GORICA,kssolkan@siol.net,"Trg Jožeta Srebrniča 7, 5250 Solkan",", KRAJEVNA SKUPNOST SOLKAN NOVA GORICA"
KRAJEVNA SKUPNOST TRSTENIK,KRAJEVNA SKUPNOST TRSTENIK,obcina.kranj@kranj.si,"Trstenik 8 A, 4204 Golnik",", KRAJEVNA SKUPNOST TRSTENIK"
KRAJEVNA SKUPNOST SOJEK-KAMNA GORA,KRAJEVNA SKUPNOST SOJEK-KAMNA GORA,info@slovenskekonjice.si,"Sojek 9, 3213 Frankolovo",", KRAJEVNA SKUPNOST SOJEK-KAMNA GORA"
KRAJEVNA SKUPNOST ŠEMPAS,KRAJEVNA SKUPNOST ŠEMPAS,kssempas@siol.net,"Šempas 136, 5261 Šempas",", KRAJEVNA SKUPNOST ŠEMPAS"
KRAJEVNA SKUPNOST RAKA,KRAJEVNA SKUPNOST RAKA,ks.raka@krsko.si,"Raka 40, 8274 Raka",", KRAJEVNA SKUPNOST RAKA"
KRAJEVNA SKUPNOST DAVČA,KRAJEVNA SKUPNOST DAVČA,uprava@obcina.zelezniki.si,"Davča 22, 4228 Železniki",", KRAJEVNA SKUPNOST DAVČA"
KRAJEVNA SKUPNOST PREČNA,KRAJEVNA SKUPNOST PREČNA,ks.precna@novomesto.si,"Prečna 8, 8000 Novo mesto",", KRAJEVNA SKUPNOST PREČNA"
KRAJEVNA SKUPNOST DRAŽGOŠE-RUDNO,KRAJEVNA SKUPNOST DRAŽGOŠE-RUDNO,uprava@obcina.zelezniki.si,"Dražgoše 35, 4228 Železniki",", KRAJEVNA SKUPNOST DRAŽGOŠE-RUDNO"
KRAJEVNA SKUPNOST RIBČE,KRAJEVNA SKUPNOST RIBČE,obcina.litija@litija.si,"Ribče 14, 1281 Kresnice",", KRAJEVNA SKUPNOST RIBČE"
KRAJEVNA SKUPNOST JOŠT,KRAJEVNA SKUPNOST JOŠT,obcina.kranj@kranj.si,"Pševo 3, 4000 Kranj",", KRAJEVNA SKUPNOST JOŠT"
KRAJEVNA SKUPNOST POLJANE,KRAJEVNA SKUPNOST POLJANE,info@kspoljane.si,"Poljane nad Škofjo Loko 77, 4223 Poljane nad Škofjo Loko",", KRAJEVNA SKUPNOST POLJANE"
KRAJEVNA SKUPNOST GORA,KRAJEVNA SKUPNOST GORA,ks.gora@krsko.si,"Gora 31, 8270 Krško",", KRAJEVNA SKUPNOST GORA"
KRAJEVNA SKUPNOST ZAVODNJE,KRAJEVNA SKUPNOST ZAVODNJE,obcina@sostanj.si,"Zavodnje 27 A, 3325 Šoštanj",", KRAJEVNA SKUPNOST ZAVODNJE"
KRAJEVNA SKUPNOST DOBRNIČ,KRAJEVNA SKUPNOST DOBRNIČ,obcina.trebnje@trebnje.si,"Dobrnič 9, 8211 Dobrnič",", KRAJEVNA SKUPNOST DOBRNIČ"
KRAJEVNA SKUPNOST ŠTEFAN,KRAJEVNA SKUPNOST ŠTEFAN,obcina.trebnje@trebnje.si,"Štefan pri Trebnjem 12, 8210 Trebnje",", KRAJEVNA SKUPNOST ŠTEFAN"
KRAJEVNA SKUPNOST RETEČE - GORENJA VAS,KRAJEVNA SKUPNOST RETEČE - GORENJA VAS,ks@skofja-loka.si,"Reteče 33, 4220 Škofja Loka",", KRAJEVNA SKUPNOST RETEČE - GORENJA VAS"
KRAJEVNA SKUPNOST BEVČE,KRAJEVNA SKUPNOST BEVČE,info@velenje.si,"Bevče 24 A, 3320 Velenje",", KRAJEVNA SKUPNOST BEVČE"
KRAJEVNA SKUPNOST BREZJE PRI TRŽIČU,KRAJEVNA SKUPNOST BREZJE PRI TRŽIČU,metka.kolevski@gmail.com,"Brezje pri Tržiču 55, 4290 Tržič",", KRAJEVNA SKUPNOST BREZJE PRI TRŽIČU"
KRAJEVNA SKUPNOST SV.DUH,KRAJEVNA SKUPNOST SV.DUH,ks@skofja-loka.si,"Sv. Duh 10, 4220 Škofja Loka",", KRAJEVNA SKUPNOST SV.DUH"
KRAJEVNA SKUPNOST BLATNA BREZOVICA,KRAJEVNA SKUPNOST BLATNA BREZOVICA,obcina.vrhnika@vrhnika.si,"Blatna Brezovica 12, 1360 Vrhnika",", KRAJEVNA SKUPNOST BLATNA BREZOVICA"
KRAJEVNA SKUPNOST KOVOR,KRAJEVNA SKUPNOST KOVOR,smolej.franc@siol.net,"Glavna cesta 24, 4290 Tržič",", KRAJEVNA SKUPNOST KOVOR"
KRAJEVNA SKUPNOST ZMINEC,KRAJEVNA SKUPNOST ZMINEC,ks@skofja-loka.si,"Zminec 35, 4220 Škofja Loka",", KRAJEVNA SKUPNOST ZMINEC"
KRAJEVNA SKUPNOST KRIŽE,KRAJEVNA SKUPNOST KRIŽE,bohincs@siol.net,"Cesta Kokrškega odreda 4, 4294 Križe",", KRAJEVNA SKUPNOST KRIŽE"
KRAJEVNA SKUPNOST RAVENSKA VAS,KRAJEVNA SKUPNOST RAVENSKA VAS,ks.ravenska@gmail.com,"Ravenska vas 3, 1410 Zagorje ob Savi",", KRAJEVNA SKUPNOST RAVENSKA VAS"
KRAJEVNA SKUPNOST SEBENJE,KRAJEVNA SKUPNOST SEBENJE,marko.poljanc@siol.net,"Sebenje 43, 4294 Križe",", KRAJEVNA SKUPNOST SEBENJE"
KRAJEVNA SKUPNOST VIRŠTANJ,KRAJEVNA SKUPNOST VIRŠTANJ,tajnistvo.obcina@podcetrtek.si,"Virštanj 11, 3254 Podčetrtek",", KRAJEVNA SKUPNOST VIRŠTANJ"
KRAJEVNA SKUPNOST CIRKOVCE,KRAJEVNA SKUPNOST CIRKOVCE,info@velenje.si,"Škalske Cirkovce 11, 3320 Velenje",", KRAJEVNA SKUPNOST CIRKOVCE"
KRAJEVNA SKUPNOST ZAGORJE,KRAJEVNA SKUPNOST ZAGORJE,ks.zagorje@gmail.com,"Zagorje 46, 3261 Lesično",", KRAJEVNA SKUPNOST ZAGORJE"
KRAJEVNA SKUPNOST VINSKA GORA,KRAJEVNA SKUPNOST VINSKA GORA,info@velenje.si,"Vinska Gora 31 B, 3320 Velenje",", KRAJEVNA SKUPNOST VINSKA GORA"
KRAJEVNA SKUPNOST ŠKALE-HRASTOVEC,KRAJEVNA SKUPNOST ŠKALE-HRASTOVEC,info@velenje.si,"Škale 85 B, 3320 Velenje",", KRAJEVNA SKUPNOST ŠKALE-HRASTOVEC"
KRAJEVNA SKUPNOST ČRNIČE,KRAJEVNA SKUPNOST ČRNIČE,obcina@ajdovscina.si,"Črniče 79 E, 5262 Črniče",", KRAJEVNA SKUPNOST ČRNIČE"
KRAJEVNA SKUPNOST BELE VODE,KRAJEVNA SKUPNOST BELE VODE,obcina@sostanj.si,,", KRAJEVNA SKUPNOST BELE VODE"
KRAJEVNA SKUPNOST KNEŽA,KRAJEVNA SKUPNOST KNEŽA,ks.kneza@tolmin.si,"Kneža 78, 5216 Most na Soči",", KRAJEVNA SKUPNOST KNEŽA"
KRAJEVNA SKUPNOST STOMAŽ,KRAJEVNA SKUPNOST STOMAŽ,obcina@ajdovscina.si,"Stomaž 36, 5263 Dobravlje",", KRAJEVNA SKUPNOST STOMAŽ"
KRAJEVNA SKUPNOST PONIKVA PRI ŽALCU,KRAJEVNA SKUPNOST PONIKVA PRI ŽALCU,krajevna.skupnost.ponikva@siol.net,"Ponikva pri Žalcu 7, 3310 Žalec",", KRAJEVNA SKUPNOST PONIKVA PRI ŽALCU"
KRAJEVNA SKUPNOST PLEŠIVEC,KRAJEVNA SKUPNOST PLEŠIVEC,info@velenje.si,"Plešivec 32, 3320 Velenje",", KRAJEVNA SKUPNOST PLEŠIVEC"
KRAJEVNA SKUPNOST ŽAPUŽE,KRAJEVNA SKUPNOST ŽAPUŽE,obcina@ajdovscina.si,"Žapuže 102, 5270 Ajdovščina",", KRAJEVNA SKUPNOST ŽAPUŽE"
KRAJEVNA SKUPNOST PAKA PRI VELENJU,KRAJEVNA SKUPNOST PAKA PRI VELENJU,info@velenje.si,"Paka pri Velenju 66, 3320 Velenje",", KRAJEVNA SKUPNOST PAKA PRI VELENJU"
KRAJEVNA SKUPNOST TOLMINSKI LOM,KRAJEVNA SKUPNOST TOLMINSKI LOM,ks.tolminski-lom@tolmin.si,"Kanalski Lom 17 A, 5216 Most na Soči",", KRAJEVNA SKUPNOST TOLMINSKI LOM"
KRAJEVNA SKUPNOST DOBOVA,KRAJEVNA SKUPNOST DOBOVA,ksdobova@amis.net,"Ulica bratov Gerjovičev 48, 8257 Dobova",", KRAJEVNA SKUPNOST DOBOVA"
KRAJEVNA SKUPNOST PESJE,KRAJEVNA SKUPNOST PESJE,info@velenje.si,"Podgorska cesta 1, 3320 Velenje",", KRAJEVNA SKUPNOST PESJE"
KRAJEVNA SKUPNOST ŠENTLENART,KRAJEVNA SKUPNOST ŠENTLENART,ks.sentlenart@gmail.com,"Cesta bratov Milavcev 107, 8250 Brežice",", KRAJEVNA SKUPNOST ŠENTLENART"
KRAJEVNA SKUPNOST KONOVO,KRAJEVNA SKUPNOST KONOVO,info@velenje.si,"Konovska cesta 21, 3320 Velenje",", KRAJEVNA SKUPNOST KONOVO"
KRAJEVNA SKUPNOST NOVA CERKEV,KRAJEVNA SKUPNOST NOVA CERKEV,ks.novacerkev@siol.net,"Nova Cerkev 22, 3203 Nova Cerkev",", KRAJEVNA SKUPNOST NOVA CERKEV"
KRAJEVNA SKUPNOST STARO VELENJE,KRAJEVNA SKUPNOST STARO VELENJE,info@velenje.si,"Stari trg 19, 3320 Velenje",", KRAJEVNA SKUPNOST STARO VELENJE"
KRAJEVNA SKUPNOST TALČJI VRH,KRAJEVNA SKUPNOST TALČJI VRH,jerman.ales@siol.net,"Mavrlen 2 A, 8340 Črnomelj",", KRAJEVNA SKUPNOST TALČJI VRH"
KRAJEVNA SKUPNOST GORICA,KRAJEVNA SKUPNOST GORICA,info@velenje.si,"Goriška cesta 45, 3320 Velenje",", KRAJEVNA SKUPNOST GORICA"
KRAJEVNA SKUPNOST ČATEŽ,KRAJEVNA SKUPNOST ČATEŽ,obcina.trebnje@trebnje.si,"Čatež 19, 8212 Velika Loka",", KRAJEVNA SKUPNOST ČATEŽ"
KRAJEVNA SKUPNOST GOLNIK,KRAJEVNA SKUPNOST GOLNIK,obcina.kranj@kranj.si,"Golnik 63, 4204 Golnik",", KRAJEVNA SKUPNOST GOLNIK"
KRAJEVNA SKUPNOST DOB PRI ŠENTVIDU,KRAJEVNA SKUPNOST DOB PRI ŠENTVIDU,obc.ivancna.gorica@siol.net,"Dob pri Šentvidu 8, 1296 Šentvid pri Stični",", KRAJEVNA SKUPNOST DOB PRI ŠENTVIDU"
KRAJEVNA SKUPNOST GORIČE,KRAJEVNA SKUPNOST GORIČE,obcina.kranj@kranj.si,"Goriče 21, 4204 Golnik",", KRAJEVNA SKUPNOST GORIČE"
KRAJEVNA SKUPNOST KAMNIŠKA BISTRICA,KRAJEVNA SKUPNOST KAMNIŠKA BISTRICA,obcina@kamnik.si,"Zgornje Stranje 22, 1242 Stahovica",", KRAJEVNA SKUPNOST KAMNIŠKA BISTRICA"
KRAJEVNA SKUPNOST STIČNA,KRAJEVNA SKUPNOST STIČNA,obc.ivancna.gorica@siol.net,"Stična 11, 1295 Ivančna Gorica",", KRAJEVNA SKUPNOST STIČNA"
KRAJEVNA SKUPNOST TRIBUČE,KRAJEVNA SKUPNOST TRIBUČE,kstribuce@gmail.com,"Tribuče 999, 8340 Črnomelj",", KRAJEVNA SKUPNOST TRIBUČE"
KRAJEVNA SKUPNOST STRUŽEVO,KRAJEVNA SKUPNOST STRUŽEVO,obcina.kranj@kranj.si,"Struževo 999, 4000 Kranj",", KRAJEVNA SKUPNOST STRUŽEVO"
KRAJEVNA SKUPNOST MULJAVA,KRAJEVNA SKUPNOST MULJAVA,obc.ivancna.gorica@siol.net,"Muljava 21, 1295 Ivančna Gorica",", KRAJEVNA SKUPNOST MULJAVA"
KRAJEVNA SKUPNOST HOMEC-NOŽICE,KRAJEVNA SKUPNOST HOMEC-NOŽICE,marjeta.rode@siol.net,"Bolkova ulica 46, 1235 Radomlje",", KRAJEVNA SKUPNOST HOMEC-NOŽICE"
KRAJEVNA SKUPNOST PODGORJE,KRAJEVNA SKUPNOST PODGORJE,ks.podgorje@gmail.com,"Podgorje 55 A, 1241 Kamnik",", KRAJEVNA SKUPNOST PODGORJE"
KRAJEVNA SKUPNOST METNAJ,KRAJEVNA SKUPNOST METNAJ,obc.ivancna.gorica@siol.net,"Metnaj 2, 1295 Ivančna Gorica",", KRAJEVNA SKUPNOST METNAJ"
KRAJEVNA SKUPNOST IHAN,KRAJEVNA SKUPNOST IHAN,krajevnaskupnost.Ihan@gmail.com,"Breznikova cesta 76, 1230 Domžale",", KRAJEVNA SKUPNOST IHAN"
KRAJEVNA SKUPNOST PREDOSLJE,KRAJEVNA SKUPNOST PREDOSLJE,obcina.kranj@kranj.si,"Predoslje 34, 4000 Kranj",", KRAJEVNA SKUPNOST PREDOSLJE"
KRAJEVNA SKUPNOST PŠAJNOVICA,KRAJEVNA SKUPNOST PŠAJNOVICA,obcina@kamnik.si,"Mali Rakitovec 2, 1223 Blagovica",", KRAJEVNA SKUPNOST PŠAJNOVICA"
KRAJEVNA SKUPNOST SREDNJA VAS,KRAJEVNA SKUPNOST SREDNJA VAS,obcina@kamnik.si,"Srednja vas pri Kamniku 3 B, 1241 Kamnik",", KRAJEVNA SKUPNOST SREDNJA VAS"
KRAJEVNA SKUPNOST JARŠE-RODICA,KRAJEVNA SKUPNOST JARŠE-RODICA,Janez.Juhant@juhant.si,"Groblje 1, 1230 Domžale",", KRAJEVNA SKUPNOST JARŠE-RODICA"
KRAJEVNA SKUPNOST OTALEŽ,KRAJEVNA SKUPNOST OTALEŽ,ks.cerkno@cerkno.si,"Otalež 1, 5282 Cerkno",", KRAJEVNA SKUPNOST OTALEŽ"
KRAJEVNA SKUPNOST KRAŠNJA,KRAJEVNA SKUPNOST KRAŠNJA,info@lukovica.si,"Krašnja 14, 1225 Lukovica",", KRAJEVNA SKUPNOST KRAŠNJA"
KRAJEVNA SKUPNOST PODLANIŠČE,KRAJEVNA SKUPNOST PODLANIŠČE,ks.cerkno@cerkno.si,"Podlanišče 2, 5282 Cerkno",", KRAJEVNA SKUPNOST PODLANIŠČE"
KRAJEVNA SKUPNOST TROJANE,KRAJEVNA SKUPNOST TROJANE,info@lukovica.si,"Trojane 6, 1222 Trojane",", KRAJEVNA SKUPNOST TROJANE"
KRAJEVNA SKUPNOST STRAŽA,KRAJEVNA SKUPNOST STRAŽA,ks.cerkno@cerkno.si,"Straža 7 B, 5282 Cerkno",", KRAJEVNA SKUPNOST STRAŽA"
